#index, Paramètre P, Amplitude
2139,189,72
2140,81,8
2141,179,48
2142,139,15
2143,205,11
2144,164,82
2145,191,41
2146,193,73
2147,165,106
2148,170,24
2149,193,37
2150,151,66
2151,189,71
2152,156,107
2153,155,57
2154,9,11
2155,166,9
2156,166,112
2157,156,117
2158,165,110
2159,214,23
2160,153,69
2161,189,14
2162,166,103
2163,181,62
2164,144,32
2165,152,69
2166,161,103
2167,150,30
2168,157,100
2169,161,64
2170,181,87
2171,154,48
2172,186,43
2173,181,39
2174,182,12
2175,154,55
2176,183,14
2177,166,98
2178,186,54
2179,145,16
2180,156,31
2181,139,10
2182,150,14
2183,162,96
2184,165,35
2185,167,70
2186,161,52
2187,161,125
2188,198,51
2189,163,108
2190,166,123
2191,197,33
2192,191,30
2193,75,8
2194,156,39
2195,176,21
2196,188,14
2197,151,80
2198,164,40
2199,159,64
2200,165,12
2201,159,59
2202,187,12
2203,183,74
2204,181,83
2205,189,17
2206,167,25
2207,194,23
2208,186,45
2209,166,9
2210,196,51
2211,163,86
2212,155,18
2213,178,38
2214,195,9
2215,192,27
2216,190,18
2217,176,42
2218,160,63
2219,133,12
2220,194,51
2221,49,7
2222,164,63
2223,152,45
2224,174,75
2225,159,117
2226,159,34
2227,163,105
2228,182,52
2229,145,46
2230,159,119
2231,163,99
2232,190,73
2233,196,45
2234,190,44
2235,169,29
2236,138,17
2237,157,62
2238,183,32
2239,192,49
2240,191,80
2241,171,33
2242,168,108
2243,197,23
2244,14,7
2245,146,9
2246,158,37
2247,158,93
2248,174,33
2249,193,63
2250,187,20
2251,183,18
2252,187,72
2253,200,52
2254,201,19
2255,193,27
2256,145,56
2257,139,45
2258,179,100
2259,165,102
2260,197,74
2261,162,121
2262,168,17
2263,196,79
2264,200,24
2265,152,15
2266,170,55
2267,186,65
2268,193,78
2269,188,91
2270,175,93
2271,197,92
2272,159,110
2273,131,9
2274,162,60
2275,191,20
2276,157,22
2277,198,30
2278,164,125
2279,149,18
2280,194,54
2281,191,76
2282,179,42
2283,156,35
2284,185,46
2285,163,54
2286,192,20
2287,151,15
2288,190,25
2289,176,19
2290,164,28
2291,166,121
2292,84,12
2293,158,55
2294,201,32
2295,188,78
2296,160,117
2297,161,42
2298,187,36
2299,180,25
2300,191,71
2301,171,35
2302,187,83
2303,151,10
2304,185,83
2305,201,54
2306,164,58
2307,165,49
2308,169,22
2309,168,26
2310,192,50
2311,164,63
2312,189,89
2313,161,112
2314,147,48
2315,169,62
2316,163,51
2317,188,24
2318,184,38
2319,161,58
2320,163,19
2321,167,139
2322,169,36
2323,195,53
2324,192,16
2325,190,27
2326,151,44
2327,164,31
2328,154,9
2329,188,76
2330,159,100
2331,184,45
2332,165,41
2333,201,86
2334,179,97
2335,83,10
2336,148,63
2337,165,109
2338,184,33
2339,92,8
2340,193,76
2341,159,38
2342,170,40
2343,148,11
2344,180,48
2345,167,38
2346,134,26
2347,167,16
2348,157,64
2349,167,30
2350,157,22
2351,215,18
2352,75,8
2353,158,27
2354,163,88
2355,208,20
2356,202,28
2357,149,104
2358,193,85
2359,155,34
2360,162,48
2361,174,55
2362,198,85
2363,163,79
2364,160,111
2365,184,31
2366,179,81
2367,188,58
2368,172,42
2369,160,42
2370,183,36
2371,192,87
2372,169,125
2373,157,93
2374,157,35
2375,152,139
2376,189,77
2377,160,10
2378,156,18
2379,187,79
2380,162,33
2381,194,74
2382,140,12
2383,162,43
2384,172,34
2385,162,61
2386,163,37
2387,177,79
2388,185,29
2389,161,21
2390,156,12
2391,180,83
2392,192,75
2393,77,16
2394,148,27
2395,161,16
2396,169,94
2397,168,44
2398,173,15
2399,193,48
2400,146,57
2401,174,84
2402,202,45
2403,169,164
2404,181,74
2405,182,32
2406,37,9
2407,191,70
2408,190,8
2409,187,48
2410,175,47
2411,155,69
2412,183,86
2413,185,48
2414,199,57
2415,194,31
2416,163,101
2417,199,20
2418,159,58
2419,187,50
2420,161,38
2421,190,43
2422,155,106
2423,156,29
2424,160,173
2425,188,73
2426,160,10
2427,167,17
2428,149,64
2429,191,52
2430,164,112
2431,157,37
2432,165,57
2433,194,26
2434,161,129
2435,160,51
2436,167,33
2437,163,121
2438,81,10
2439,177,14
2440,218,15
2441,170,17
2442,178,19
2443,77,8
2444,162,24
2445,163,19
2446,172,24
2447,159,101
2448,184,80
2449,169,18
2450,167,67
2451,164,53
2452,193,28
2453,67,8
2454,155,80
2455,157,26
2456,155,68
2457,167,25
2458,170,23
2459,75,10
2460,160,30
2461,163,112
2462,165,40
2463,191,76
2464,173,107
2465,164,115
2466,151,66
2467,169,93
2468,148,63
2469,191,29
2470,191,72
2471,170,21
2472,166,41
2473,154,122
2474,194,25
2475,188,36
2476,167,41
2477,164,108
2478,192,79
2479,195,75
2480,153,34
2481,159,68
2482,202,55
2483,183,12
2484,84,8
2485,159,116
2486,187,42
2487,157,108
2488,196,45
2489,187,55
2490,185,46
2491,184,51
2492,157,117
2493,174,77
2494,161,92
2495,182,16
2496,191,30
2497,155,88
2498,184,43
2499,190,28
2500,81,9
2501,145,34
2502,156,63
2503,53,8
2504,155,16
2505,161,79
2506,164,105
2507,166,97
2508,176,19
2509,199,49
2510,169,83
2511,189,39
2512,188,42
2513,158,14
2514,194,26
2515,159,116
2516,163,39
2517,155,38
2518,165,145
2519,172,62
2520,188,50
2521,160,40
2522,174,97
2523,157,56
2524,142,40
2525,172,107
2526,177,90
2527,165,60
2528,144,14
2529,182,29
2530,183,62
2531,166,11
2532,193,134
2533,178,84
2534,153,82
2535,152,80
2536,155,140
2537,159,81
2538,161,144
2539,181,44
2540,159,37
2541,187,20
2542,166,106
2543,158,29
2544,191,20
2545,207,28
2546,137,14
2547,180,35
2548,186,77
2549,189,18
2550,202,12
2551,187,41
2552,188,76
2553,159,71
2554,152,114
2555,186,9
2556,166,94
2557,69,8
2558,164,101
2559,193,24
2560,200,57
2561,161,71
2562,192,52
2563,189,73
2564,51,9
2565,76,12
2566,184,83
2567,196,17
2568,180,25
2569,197,20
2570,171,72
2571,192,9
2572,157,96
2573,168,17
2574,160,106
2575,204,10
2576,154,116
2577,175,67
2578,166,100
2579,185,29
2580,159,110
2581,166,9
2582,40,9
2583,177,37
2584,169,54
2585,199,40
2586,172,15
2587,162,33
2588,157,123
2589,181,17
2590,159,105
2591,188,74
2592,190,76
2593,173,25
2594,156,106
2595,179,71
2596,170,76
2597,160,47
2598,181,77
2599,96,8
2600,83,9
2601,173,41
2602,148,71
2603,182,95
2604,187,79
2605,122,13
2606,173,32
2607,189,75
2608,188,28
2609,158,108
2610,183,31
2611,161,57
2612,162,41
2613,196,17
2614,181,51
2615,184,73
2616,175,45
2617,183,86
2618,25,7
2619,164,62
2620,158,68
2621,189,36
2622,188,30
2623,189,61
2624,145,44
2625,161,38
2626,196,26
2627,182,26
2628,159,105
2629,103,8
2630,190,71
2631,173,111
2632,174,70
2633,199,42
2634,160,20
2635,164,41
2636,158,52
2637,182,25
2638,176,10
2639,191,35
2640,158,98
2641,154,219
2642,191,19
2643,152,27
2644,169,64
2645,178,32
2646,165,17
2647,180,87
2648,149,10
2649,124,9
2650,178,15
2651,173,10
2652,193,83
2653,191,30
2654,175,39
2655,166,118
2656,165,93
2657,124,21
2658,147,116
2659,193,72
2660,160,36
2661,154,74
2662,130,20
2663,184,58
2664,174,81
2665,169,57
2666,196,66
2667,160,96
2668,175,79
2669,167,101
2670,197,30
2671,57,8
2672,170,98
2673,160,48
2674,156,21
2675,148,46
2676,174,46
2677,164,41
2678,188,67
2679,154,60
2680,195,74
2681,156,100
2682,122,8
2683,184,18
2684,184,133
2685,169,39
2686,187,22
2687,161,114
2688,185,40
2689,174,18
2690,153,40
2691,191,48
2692,158,99
2693,170,89
2694,195,38
2695,161,31
2696,194,24
2697,181,28
2698,178,35
2699,195,71
2700,189,72
2701,159,110
2702,182,30
2703,140,21
2704,195,72
2705,196,76
2706,159,49
2707,159,86
2708,157,102
2709,161,57
2710,185,18
2711,139,14
2712,165,78
2713,162,107
2714,184,36
2715,191,48
2716,159,89
2717,161,114
2718,190,9
2719,165,27
2720,157,21
2721,163,106
2722,168,97
2723,186,28
2724,162,113
2725,147,22
2726,186,15
2727,198,126
2728,187,67
2729,62,8
2730,192,74
2731,191,60
2732,188,12
2733,157,47
2734,182,31
2735,173,73
2736,166,46
2737,166,76
2738,193,29
2739,155,24
2740,196,205
2741,160,57
2742,191,31
2743,159,97
2744,196,29
2745,157,12
2746,168,67
2747,149,72
2748,162,113
2749,160,67
2750,164,10
2751,178,63
2752,196,52
2753,161,120
2754,160,103
2755,162,125
2756,153,39
2757,160,49
2758,203,20
2759,156,39
2760,153,50
2761,163,19
2762,168,94
2763,185,67
2764,191,20
2765,171,110
2766,162,147
2767,162,48
2768,53,7
2769,191,53
2770,136,14
2771,197,17
2772,185,85
2773,162,106
2774,171,45
2775,188,83
2776,161,110
2777,186,15
2778,181,64
2779,166,92
2780,155,9
2781,150,119
2782,175,79
2783,188,64
2784,154,45
2785,194,27
2786,177,28
2787,153,32
2788,86,11
2789,158,38
2790,177,35
2791,158,65
2792,175,91
2793,160,12
2794,167,19
2795,108,9
2796,193,19
2797,194,26
2798,183,80
2799,148,17
2800,200,34
2801,190,21
2802,193,23
2803,191,70
2804,184,101
2805,179,8
2806,166,63
2807,171,107
2808,156,11
2809,160,98
2810,155,42
2811,175,67
2812,156,78
2813,213,22
2814,148,141
2815,186,27
2816,165,212
2817,192,40
2818,189,46
2819,64,8
2820,164,101
2821,143,34
2822,160,81
2823,168,64
2824,137,54
2825,187,73
2826,193,77
2827,167,37
2828,180,18
2829,145,34
2830,205,11
2831,159,55
2832,180,51
2833,148,72
2834,194,50
2835,174,8
2836,170,210
2837,161,53
2838,170,103
2839,206,15
2840,155,63
2841,151,100
2842,165,30
2843,198,73
2844,178,32
2845,147,63
2846,130,215
2847,203,57
2848,187,22
2849,152,69
2850,157,93
2851,159,63
2852,156,39
2853,153,60
2854,187,9
2855,157,73
2856,186,22
2857,186,96
2858,78,10
2859,188,14
2860,180,56
2861,173,99
2862,171,28
2863,198,63
2864,151,63
2865,156,119
2866,160,94
2867,200,14
2868,163,118
2869,124,12
2870,170,55
2871,184,31
2872,195,41
2873,159,111
2874,190,33
2875,190,81
2876,163,116
2877,201,53
2878,161,65
2879,166,11
2880,160,57
2881,147,41
2882,178,19
2883,159,26
2884,171,40
2885,192,31
2886,149,28
2887,184,57
2888,165,48
2889,172,209
2890,190,28
2891,166,53
2892,165,30
2893,163,108
2894,193,32
2895,181,31
2896,59,9
2897,174,89
2898,156,62
2899,158,119
2900,140,13
2901,165,48
2902,180,17
2903,165,14
2904,189,23
2905,162,97
2906,152,34
2907,188,21
2908,185,47
2909,182,74
2910,49,10
2911,187,33
2912,187,59
2913,177,9
2914,166,108
2915,192,45
2916,194,63
2917,193,77
2918,153,58
2919,209,30
2920,160,114
2921,183,49
2922,164,19
2923,184,81
2924,189,30
2925,156,45
2926,148,27
2927,203,49
2928,165,121
2929,164,95
2930,196,34
2931,129,14
2932,159,55
2933,185,19
2934,170,24
2935,163,135
2936,192,35
2937,199,72
2938,49,8
2939,77,7
2940,151,9
2941,167,64
2942,164,105
2943,181,88
2944,167,209
2945,161,71
2946,188,30
2947,162,55
2948,166,158
2949,162,39
2950,161,15
2951,166,87
2952,156,47
2953,170,28
2954,189,14
2955,197,20
2956,172,103
2957,158,21
2958,177,40
2959,198,26
2960,189,67
2961,188,69
2962,190,30
2963,163,93
2964,155,16
2965,167,126
2966,178,39
2967,166,12
2968,196,40
2969,170,109
2970,167,108
2971,176,42
2972,94,8
2973,164,74
2974,166,34
2975,120,9
2976,184,81
2977,197,70
2978,197,23
2979,138,18
2980,169,99
2981,195,82
2982,165,103
2983,188,65
2984,162,107
2985,184,30
2986,155,114
2987,166,87
2988,180,21
2989,158,28
2990,191,37
2991,166,105
2992,191,67
2993,150,37
2994,174,15
2995,185,35
2996,161,33
2997,191,43
2998,146,15
2999,150,11
3000,193,86
3001,182,26
3002,194,72
3003,169,79
3004,166,62
3005,166,77
3006,92,9
3007,165,48
3008,167,8
3009,168,61
3010,160,112
3011,171,70
3012,180,12
3013,159,59
3014,139,20
3015,189,21
3016,169,115
3017,159,114
3018,183,23
3019,145,39
3020,163,16
3021,72,12
3022,174,102
3023,191,77
3024,225,10
3025,178,208
3026,164,69
3027,187,82
3028,214,11
3029,161,106
3030,173,92
3031,-1,7
3032,157,78
3033,182,15
3034,162,107
3035,183,45
3036,188,75
3037,60,8
3038,173,17
3039,207,14
3040,163,39
3041,172,105
3042,185,20
3043,154,75
3044,196,123
3045,163,83
3046,157,38
3047,158,74
3048,158,70
3049,164,116
3050,166,35
3051,193,50
3052,173,39
3053,185,20
3054,179,64
3055,162,110
3056,170,40
3057,177,37
3058,163,40
3059,169,43
3060,50,9
3061,178,13
3062,168,104
3063,179,33
3064,183,45
3065,86,8
3066,164,92
3067,197,60
3068,187,52
3069,159,80
3070,160,111
3071,160,72
3072,172,65
3073,173,92
3074,189,19
3075,195,28
3076,191,74
3077,167,113
3078,144,14
3079,203,49
3080,187,73
3081,182,59
3082,186,21
3083,186,29
3084,196,18
3085,162,107
3086,189,9
3087,170,92
3088,161,61
3089,185,40
3090,157,72
3091,187,78
3092,189,75
3093,161,139
3094,178,32
3095,181,87
3096,162,94
3097,160,109
3098,167,65
3099,157,25
3100,158,88
3101,163,24
3102,160,207
3103,189,45
3104,163,15
3105,191,33
3106,198,73
3107,163,104
3108,150,51
3109,160,17
3110,174,50
3111,162,81
3112,191,58
3113,147,23
3114,161,54
3115,182,39
3116,169,71
3117,159,48
3118,182,93
3119,45,8
3120,155,42
3121,83,8
3122,167,113
3123,208,23
3124,188,67
3125,169,116
3126,197,20
3127,163,106
3128,171,104
3129,157,100
3130,196,14
3131,195,11
3132,179,13
3133,162,112
3134,165,110
3135,190,10
3136,165,98
3137,186,78
3138,157,13
3139,169,65
3140,168,98
3141,196,32
3142,197,90
3143,198,78
3144,162,108
3145,184,27
3146,158,109
3147,155,37
3148,167,75
3149,157,76
3150,181,32
3151,107,7
3152,186,57
3153,192,15
3154,172,10
3155,158,107
3156,171,45
3157,195,77
3158,150,44
3159,167,37
3160,188,39
3161,188,14
3162,145,39
3163,155,28
3164,200,18
3165,176,46
3166,161,32
3167,70,8
3168,167,103
3169,154,70
3170,152,24
3171,164,22
3172,206,169
3173,155,100
3174,150,33
3175,162,9
3176,104,9
3177,181,12
3178,170,27
3179,161,57
3180,168,31
3181,186,60
3182,168,36
3183,208,34
3184,88,8
3185,198,20
3186,151,39
3187,192,78
3188,167,107
3189,158,42
3190,170,50
3191,181,37
3192,187,40
3193,177,70
3194,155,119
3195,157,42
3196,85,8
3197,200,67
3198,193,30
3199,166,109
3200,185,77
3201,139,27
3202,168,107
3203,172,66
3204,162,106
3205,167,123
3206,198,35
3207,78,9
3208,168,54
3209,190,16
3210,186,86
3211,170,64
3212,187,87
3213,179,10
3214,160,10
3215,182,41
3216,161,122
3217,41,7
3218,170,100
3219,177,25
3220,184,62
3221,190,29
3222,161,107
3223,191,20
3224,157,40
3225,79,8
3226,159,14
3227,43,8
3228,166,89
3229,158,33
3230,157,60
3231,194,67
3232,126,7
3233,169,10
3234,196,68
3235,156,77
3236,155,34
3237,163,106
3238,168,36
3239,193,14
3240,160,100
3241,201,73
3242,153,112
3243,180,26
3244,172,10
3245,167,112
3246,158,25
3247,186,49
3248,189,17
3249,189,74
3250,187,33
3251,188,80
3252,152,49
3253,158,47
3254,176,39
3255,184,27
3256,192,45
3257,208,22
3258,152,62
3259,139,9
3260,172,24
3261,149,40
3262,197,22
3263,173,8
3264,178,104
3265,169,99
3266,167,31
3267,175,45
3268,168,104
3269,165,97
3270,168,99
3271,160,56
3272,156,50
3273,173,47
3274,182,12
3275,162,28
3276,136,16
3277,173,28
3278,16,19
3279,164,113
3280,163,81
3281,194,27
3282,151,55
3283,163,108
3284,127,25
3285,194,10
3286,185,34
3287,167,35
3288,189,83
3289,158,100
3290,166,36
3291,33,6
3292,181,70
3293,158,38
3294,193,63
3295,185,45
3296,183,15
3297,192,67
3298,199,24
3299,162,111
3300,163,115
3301,200,36
3302,166,123
3303,160,65
3304,159,29
3305,194,13
3306,162,99
3307,158,109
3308,164,10
3309,154,37
3310,161,43
3311,169,98
3312,173,107
3313,188,9
3314,192,65
3315,187,67
3316,193,28
3317,187,31
3318,165,89
3319,186,49
3320,144,30
3321,161,35
3322,172,151
3323,185,20
3324,174,86
3325,168,90
3326,55,8
3327,89,7
3328,194,23
3329,182,55
3330,170,63
3331,175,22
3332,187,79
3333,146,69
3334,160,109
3335,191,8
3336,197,82
3337,174,60
3338,188,41
3339,187,75
3340,130,8
3341,171,39
3342,167,67
3343,161,45
3344,154,65
3345,190,15
3346,1,7
3347,182,74
3348,183,15
3349,187,27
3350,159,72
3351,192,25
3352,187,46
3353,193,45
3354,174,96
3355,58,213
3356,196,10
3357,177,96
3358,195,70
3359,188,90
3360,174,23
3361,155,46
3362,152,36
3363,197,34
3364,165,69
3365,196,52
3366,57,8
3367,186,32
3368,190,57
3369,189,65
3370,165,37
3371,184,79
3372,206,30
3373,155,13
3374,147,18
3375,187,58
3376,167,107
3377,189,38
3378,198,44
3379,207,22
3380,172,47
3381,152,12
3382,172,22
3383,185,18
3384,143,18
3385,166,120
3386,191,17
3387,167,64
3388,186,70
3389,157,84
3390,165,113
3391,182,55
3392,189,76
3393,158,75
3394,176,86
3395,181,22
3396,180,36
3397,155,29
3398,159,10
3399,176,12
3400,161,38
3401,185,33
3402,42,213
3403,153,46
3404,64,9
3405,146,36
3406,189,68
3407,167,77
3408,152,54
3409,160,107
3410,164,132
3411,181,17
3412,180,78
3413,69,9
3414,191,8
3415,152,12
3416,193,59
3417,39,9
3418,188,38
3419,185,12
3420,178,9
3421,165,44
3422,181,87
3423,200,38
3424,31,7
3425,176,15
3426,148,8
3427,193,28
3428,174,74
3429,159,20
3430,162,44
3431,172,53
3432,181,11
3433,167,97
3434,173,116
3435,185,46
3436,199,16
3437,160,30
3438,168,66
3439,199,36
3440,175,43
3441,168,21
3442,168,71
3443,192,65
3444,182,33
3445,174,53
3446,77,12
3447,160,114
3448,162,122
3449,170,78
3450,175,42
3451,139,23
3452,168,37
3453,194,38
3454,178,41
3455,168,44
3456,155,8
3457,160,67
3458,178,20
3459,160,12
3460,167,24
3461,143,13
3462,172,49
3463,157,32
3464,175,101
3465,182,24
3466,177,7
3467,169,144
3468,159,43
3469,165,71
3470,188,28
3471,185,68
3472,142,16
3473,190,33
3474,165,98
3475,176,113
3476,178,27
3477,156,38
3478,197,83
3479,61,8
3480,160,46
3481,155,23
3482,159,63
3483,163,13
3484,160,47
3485,166,106
3486,136,8
3487,196,44
3488,182,25
3489,127,15
3490,188,40
3491,188,72
3492,191,54
3493,183,84
3494,191,29
3495,169,59
3496,194,16
3497,189,83
3498,156,116
3499,161,43
3500,190,23
3501,161,42
3502,182,31
3503,167,39
3504,156,35
3505,178,15
3506,189,34
3507,180,29
3508,188,12
3509,185,44
3510,192,81
3511,168,108
3512,193,83
3513,165,106
3514,164,132
3515,199,26
3516,181,52
3517,190,29
3518,179,31
3519,177,64
3520,181,13
3521,163,109
3522,190,75
3523,185,69
3524,187,63
3525,190,47
3526,178,28
3527,172,34
3528,169,106
3529,156,53
3530,159,118
3531,185,18
3532,48,9
3533,188,78
3534,156,36
3535,158,49
3536,180,10
3537,148,24
3538,187,9
3539,167,30
3540,163,49
3541,159,113
3542,150,48
3543,166,21
3544,200,18
3545,192,81
3546,154,12
3547,180,18
3548,191,31
3549,149,15
3550,180,61
3551,169,35
3552,191,49
3553,144,25
3554,184,30
3555,38,8
3556,191,70
3557,185,69
3558,185,75
3559,165,108
3560,170,59
3561,193,59
3562,161,39
3563,163,31
3564,183,23
3565,153,66
3566,163,115
3567,158,16
3568,184,90
3569,149,26
3570,166,21
3571,185,57
3572,152,93
3573,187,58
3574,40,8
3575,188,78
3576,188,26
3577,162,118
3578,156,117
3579,172,88
3580,191,75
3581,80,10
3582,198,42
3583,153,33
3584,161,46
3585,163,31
3586,164,99
3587,168,29
3588,202,51
3589,158,101
3590,175,88
3591,181,46
3592,92,8
3593,172,113
3594,185,15
3595,77,8
3596,182,9
3597,143,8
3598,157,112
3599,166,33
3600,164,103
3601,189,36
3602,139,35
3603,193,78
3604,161,84
3605,159,108
3606,170,110
3607,165,97
3608,195,18
3609,178,18
3610,193,22
3611,155,41
3612,155,46
3613,155,92
3614,190,43
3615,196,66
3616,147,22
3617,160,28
3618,170,95
3619,172,53
3620,192,43
3621,54,8
3622,170,106
3623,180,25
3624,195,68
3625,171,12
3626,201,29
3627,190,47
3628,175,125
3629,150,9
3630,190,91
3631,159,54
3632,200,27
3633,191,77
3634,153,36
3635,188,28
3636,177,42
3637,166,79
3638,180,10
3639,167,127
3640,166,99
3641,164,27
3642,160,83
3643,173,9
3644,173,56
3645,166,73
3646,194,90
3647,175,65
3648,188,42
3649,183,77
3650,144,10
3651,191,76
3652,163,77
3653,198,44
3654,171,42
3655,190,67
3656,170,56
3657,81,10
3658,200,42
3659,189,43
3660,157,88
3661,171,22
3662,160,110
3663,161,91
3664,161,115
3665,191,45
3666,196,60
3667,184,40
3668,168,58
3669,191,81
3670,164,59
3671,166,103
3672,161,105
3673,165,81
3674,154,112
3675,180,8
3676,202,12
3677,144,30
3678,184,10
3679,192,18
3680,163,50
3681,196,79
3682,172,37
3683,160,160
3684,184,47
3685,168,31
3686,185,57
3687,183,23
3688,191,91
3689,149,60
3690,140,16
3691,183,12
3692,151,34
3693,181,9
3694,192,50
3695,151,32
3696,196,36
3697,191,36
3698,170,105
3699,151,41
3700,177,61
3701,183,70
3702,162,58
3703,192,36
3704,177,55
3705,180,109
3706,182,21
3707,187,70
3708,148,48
3709,203,18
3710,150,24
3711,167,110
3712,188,31
3713,60,8
3714,148,28
3715,164,97
3716,168,53
3717,209,23
3718,157,61
3719,176,32
3720,169,104
3721,160,103
3722,187,26
3723,125,8
3724,180,21
3725,162,64
3726,174,10
3727,194,84
3728,189,41
3729,164,33
3730,183,79
3731,179,54
3732,193,36
3733,162,50
3734,190,37
3735,158,122
3736,105,8
3737,186,65
3738,156,25
3739,164,107
3740,169,12
3741,154,111
3742,137,17
3743,162,100
3744,200,58
3745,201,22
3746,168,115
3747,168,45
3748,188,67
3749,163,89
3750,169,101
3751,191,81
3752,196,25
3753,149,13
3754,167,97
3755,183,40
3756,200,18
3757,201,33
3758,153,85
3759,169,64
3760,64,8
3761,161,122
3762,161,98
3763,147,12
3764,162,94
3765,53,12
3766,179,62
3767,182,27
3768,179,26
3769,160,9
3770,199,60
3771,193,75
3772,165,43
3773,184,13
3774,168,42
3775,159,109
3776,40,8
3777,62,8
3778,165,31
3779,163,51
3780,164,97
3781,160,104
3782,161,32
3783,167,113
3784,163,33
3785,162,30
3786,187,85
3787,167,27
3788,188,73
3789,154,50
3790,149,37
3791,172,35
3792,195,23
3793,197,73
3794,198,61
3795,185,13
3796,73,8
3797,147,11
3798,172,93
3799,185,91
3800,175,34
3801,159,93
3802,146,23
3803,102,8
3804,152,9
3805,150,116
3806,180,78
3807,159,50
3808,186,18
3809,157,85
3810,54,8
3811,198,26
3812,165,110
3813,176,31
3814,192,25
3815,166,42
3816,168,61
3817,176,15
3818,162,77
3819,178,29
3820,162,39
3821,187,37
3822,188,20
3823,130,17
3824,200,14
3825,150,10
3826,169,94
3827,163,58
3828,161,30
3829,173,18
3830,193,20
3831,157,107
3832,188,72
3833,167,48
3834,162,23
